id,allergen,name,language,source,category
,milch,Bio-kultivierter griechischer Joghurt,de,USDA,
,milch,frischer natürlicher Weißkäsequark,de,USDA,
,sesam,Sushi-Essig, Avocado, eingelegter Ingwer , Sesamsamen
,soja,Tomatenchips, Sonnenblumenöl",de,USDA
,milch,Milch,de,USDA,
,milch,Romano-Käse,de,USDA,
,soja,Pflanzenöl,de,USDA,
,milch,Frischkäse,de,USDA,
,soja,Sojamono- und -diglyceride,de,USDA,
,milch,künstliche Aromen,de,USDA,
,gluten,strukturiertes Weizengluten,de,USDA,
,milch,Frischkäse,de,USDA,
,senf,Bio-Dijon-Senf,de,USDA,
,milch,Cheddar-Käse,de,USDA,
,milch,pasteurisierter Meerrettich-Cheddar-Käse,de,USDA,
,sesam,gerösteter Sesam,de,USDA,
,milch,zertifizierte Bio-Milch, fettfrei",de,USDA
,sulfite,Rosinen mit Zusatz von Schwefeldioxid als Konservierungsmittel,de,USDA,
,soja,Schokoladenstückchen,de,USDA,
,ei,Bio-Eiernudeln,de,USDA,
,gluten,Bio-Eiernudeln,de,USDA,
,ei,gekochtes Eiweiß,de,USDA,
,ei,Bio-gezuckerte Eier,de,USDA,
,soja,Rinderbrühe,de,USDA,
,milch,pasteurisierter Schmelzkäseaufstrich,de,USDA,
,milch,Karamell,de,USDA,
,soja,Karamell,de,USDA,
,milch,Molkebuttermilch,de,USDA,
,fisch,Jakobsmuscheln,de,USDA,
,krebstiere,Jakobsmuscheln,de,USDA,
,soja,pflanzliches Backfett,de,USDA,
,milch,nicht homogenisierte Kuhmilch,de,USDA,
,gluten,angereichertes Weizenmehl gebleicht,de,USDA,
,soja,Bio-Schokoladenstückchen,de,USDA,
,soja,Sojalecithin und pgpr,de,USDA,
,gluten,angereichertes Makkaroniprodukt,de,USDA,
,soja,natürliche Aromen,de,USDA,
,gluten,natürliche Aromen,de,USDA,
,soja,Maisstangen,de,USDA,
,gluten,Angereichertes Mehl,de,USDA,
,senf,Dijon-Senf,de,USDA,
,milch,natürliche Aromen,de,USDA,
,erdnuss,Erdnuss- und/oder Raps- und/oder Baumwollsamenöl,de,USDA,
,soja,gekochte, gewürzte gegrillte Hähnchenbruststreifen ",de,USDA
,gluten,gekochte, gewürzte gegrillte Hähnchenbruststreifen ",de,USDA
,soja,Margarine,de,USDA,
,milch,Margarine,de,USDA,
,gluten,angereichertes Kuchenmehl,de,USDA,
,soja,Schokoladenstückchen,de,USDA,
,milch,Cheddar und Blauschimmelkäse,de,USDA,
,soja,Pflanzenöl,de,USDA,
,milch,Gewürz aus Molkenproteinkonzentrat,de,USDA,
,soja,Emulgator,de,USDA,
,milch,Milchschokolade,de,USDA,
,soja,Milchschokolade,de,USDA,
,gluten,Angereichertes Mehl,de,USDA,
,ei,Bio-Nudeln,de,USDA,
,gluten,Bio-Nudeln,de,USDA,
,milch,Red Velvet Cake,de,USDA,
,ei,Red Velvet Cake,de,USDA,
,gluten,Red Velvet Cake,de,USDA,
,soja,Pflanzenöl,de,USDA,
,milch,weniger als 2 % Cheddar-Clubkäse,de,USDA,
,milch,Butter,de,USDA,
,erdnuss,Erdnussbutter,de,USDA,
,soja,Erdnussbutter,de,USDA,
,soja,Backfett,de,USDA,
,milch,Brownie,de,USDA,
,ei,Brownie,de,USDA,
,gluten,Brownie,de,USDA,
,soja,Brownie,de,USDA,
,gluten,angereichertes und gebleichtes Weizenmehl,de,USDA,
,soja,Pflanzenöl,de,USDA,
,milch,Mozzarella milder weißer Cheddar-Käse,de,USDA,
,fisch,Mondfisch,de,USDA,
,milch,Milchschokolade,de,USDA,
,soja,Milchschokolade,de,USDA,
,gluten,Sesamstangen,de,USDA,
,soja,Sesamstangen,de,USDA,
,sesam,Sesamstangen,de,USDA,
,milch,gesalzenes Karamell,de,USDA,
,sulfite,Rosinen mit Schwefeldioxid als Konservierungsmittel,de,USDA,
,gluten,Mehl,de,USDA,
,gluten,9 Vollkornmüsli: neun Vollkornprodukte,de,USDA,
,milch,natürliche Aromen,de,USDA,
,soja,Mayonnaise,de,USDA,
,ei,Mayonnaise,de,USDA,
,senf,Mayonnaise,de,USDA,
,gluten,gekochte Vollkorn-Fusilli-Nudeln,de,USDA,
,milch,Milch,de,USDA,
,soja,Halbsüße Schokolade,de,USDA,
,milch,Cheddar-Käse,de,USDA,
,milch,Romano-Käse,de,USDA,
,gluten,Brownie-Chips,de,USDA,
,milch,vegane Butter,de,USDA,
,milch,Griechischer Joghurt  Parmesankäse,de,USDA,
,gluten,Traditionelles Naan,de,USDA,
,milch,pasteurisiertes gelbes Prozesskäseprodukt: amerikanischer Käse,de,USDA,
,milch,geräucherter Provolone-Käse,de,USDA,
,soja,gentechnikfreier Tofu: Wasser,de,USDA,
,gluten,Keks: Weizenmehl,de,USDA,
,milch,Cheddar- und Asiago-Käse,de,USDA,
,ei,Mayonnaise,de,USDA,
,senf,Mayonnaise,de,USDA,
,soja,Sojalecithin und Rapsöl,de,USDA,
,gluten,Waffeln,de,USDA,
,soja,Waffeln,de,USDA,
,milch,Kakao,de,USDA,
,milch,Kakaotropfen,de,USDA,
,soja,Kakaotropfen,de,USDA,
,milch,Milchschokolade,de,USDA,
,soja,Milchschokolade,de,USDA,
,gluten,Brezeln,de,USDA,
,nüsse,geröstete blanchierte Mandeln,de,USDA,
,milch,Schokoladen-Minzbecher,de,USDA,
,soja,Schokoladen-Minzbecher,de,USDA,
,sulfite,Weißwein,de,USDA,
,milch,Provolone-Käse,de,USDA,
,gluten,Zuckerkegel {gebleichtes, angereichertes Weizenmehl ",de,USDA
,ei,Mayonnaise,de,USDA,
,soja,Mayonnaise,de,USDA,
,soja,Molkenproteinisolat,de,USDA,
,milch,Molkenproteinisolat,de,USDA,
,gluten,und Weizenprotein,de,USDA,
,milch,gewürzter Frischkäse,de,USDA,
,ei,gewürzter Frischkäse,de,USDA,
,milch,Schokoladenbonbons,de,USDA,
,soja,Schokoladenbonbons,de,USDA,
,gluten,100 % Vollkorn,de,USDA,
,gluten,Salzstangen,de,USDA,
,gluten,Farfalle-Nudeln,de,USDA,
,ei,Eierfrikadelle,de,USDA,
,milch,Eierfrikadelle,de,USDA,
,soja,Eierfrikadelle,de,USDA,
,milch,Mit schokoladigem Karamell gefüllte Schildkröten,de,USDA,
,soja,Mit schokoladigem Karamell gefüllte Schildkröten,de,USDA,
,soja,Sojachips,de,USDA,
,milch,Halbsüße Schokoladenstückchen,de,USDA,
,soja,Halbsüße Schokoladenstückchen,de,USDA,
,soja,Soja-/Rapsöl,de,USDA,
,milch,Fruchtpüree,de,USDA,
,ei,trockenes Eigelb,de,USDA,
,soja,Zwiebel-Pflanzenöl,de,USDA,
,milch,Cheddar-Käse,de,USDA,
,soja,weniger als 2 % Margarine,de,USDA,
,gluten,Kekse,de,USDA,
,soja,Kekse,de,USDA,
,milch,Kekse,de,USDA,
,senf,Dijon-Senf,de,USDA,
,fisch,Sardinen,de,USDA,
,milch,Romano- und Parmesankäse,de,USDA,
,gluten,Vollkorn,de,USDA,
,soja,Bitterschokolade,de,USDA,
,milch,Bitterschokolade,de,USDA,
,sulfite,Schwefeldioxid und künstliche Aromen,de,USDA,
,milch,Mozzarella-Käse mit reduziertem Fettgehalt,de,USDA,
,milch,Schokolade,de,USDA,
,soja,Schokolade,de,USDA,
,soja,Schokoladenstückchen,de,USDA,
,milch,Schokoladenstückchen,de,USDA,
,soja,Sojaprotein isolieren,de,USDA,
,milch,pasteurisierter weißer Cheddar-Käse,de,USDA,
,milch,Kuhmilch,de,USDA,
,milch,Bio-Creme,de,USDA,
,milch,Butter der Güteklasse Aa,de,USDA,
,gluten,Spekulatiusaufstrich,de,USDA,
,ei,modifiziertes Eigelb,de,USDA,
,milch,Fettfreier Frischkäse,de,USDA,
,soja,Gelbe und rote Bio-Misopaste,de,USDA,
,soja,Pflanzenöl,de,USDA,
,krebstiere,Garnelen,de,USDA,
,gluten,Weizenenzyme,de,USDA,
,gluten,Brezeln,de,USDA,
,milch,Karamellstrudel,de,USDA,
,nüsse,Mandelöl,de,USDA,
,nüsse,Kastanienkern,de,USDA,
,sulfite,Schwefeldioxid  als Konservierungsmittel zugesetzt,de,USDA,
,milch,Pecorino-Käse,de,USDA,
,fisch,Wild gefangener Mahi Mahi,de,USDA,
,milch,Schokoladenschicht,de,USDA,
,soja,Schokoladenschicht,de,USDA,
,soja,Sojaprotein-Nuggets,de,USDA,
,gluten,100 % Vollkornmehl,de,USDA,
,milch,Tomini 79 %  Sonnenblumenöl 21 %,de,USDA,
,soja,Sojalecithin  und Vanillin,de,USDA,
,milch,Meersalz-Karamell-Strudel,de,USDA,
,soja,Sojaöl und/oder Palmöl,de,USDA,
,gluten,Grissini-Weizenmehl,de,USDA,
,milch,dunkle Schokolade,de,USDA,
,soja,dunkle Schokolade,de,USDA,
,soja,pflanzliches Backfett,de,USDA,
,milch,pasteurisierter Prozess-Cheddar-Käse,de,USDA,
,gluten,Bio-angereichertes Mehl,de,USDA,
,milch,Bio-Romano-Käse,de,USDA,
,milch,Kultivierte Buttermilch,de,USDA,
,soja,Sojanüsse,de,USDA,
,milch,Bio-Cheddar-Käse,de,USDA,
,sulfite,Bio-Kapern,de,USDA,
,gluten,lebenswichtiges Weizengluten,de,USDA,
,soja,lebenswichtiges Weizengluten,de,USDA,
,milch,Käseaufstrich,de,USDA,
,ei,Käseaufstrich,de,USDA,
,soja,Käseaufstrich,de,USDA,
,gluten,geröstetes Brot,de,USDA,
,soja,geröstetes Brot,de,USDA,
,gluten,Marshmallow Graham Ripple,de,USDA,
,nüsse,Pistazien,de,USDA,
,gluten,Weizennuggets,de,USDA,
,gluten,Angereichertes Weizenmehl,de,USDA,
,gluten,Angereichertes Makkaroniprodukt,de,USDA,
,gluten,Trockenmalz,de,USDA,
,gluten,paniert und paniert mit: Weizenmehl,de,USDA,
,soja,gewürztes geschmortes Rindfleisch,de,USDA,
,milch,Milchschokolade,de,USDA,
,soja,Milchschokolade,de,USDA,
,soja,Halbsüße Schokolade,de,USDA,
,nüsse,Pistazien,de,USDA,
,nüsse,Kürbiskerne,de,USDA,
,milch,pasteurisierte Milch und Sahnehonig,de,USDA,
,milch,Vollmilch-Ricotta-Käse,de,USDA,
,gluten,Lebkuchen: angereichertes Weizenmehl,de,USDA,
,milch,fettreduzierter Mozzarella-Käse,de,USDA,
,milch,Romano-Käse,de,USDA,
,milch,Blauschimmelkäse,de,USDA,
,soja,Margarine,de,USDA,
,milch,weiße Schokolade,de,USDA,
,soja,weiße Schokolade,de,USDA,
,soja,teilweise hydriertes Sojaöl,de,USDA,
,milch,Mozzarella-Käse,de,USDA,
,milch,Aufrahmmittel,de,USDA,
,ei,Aufrahmmittel,de,USDA,
,milch,fettarme Milch,de,USDA,
,gluten,ultimative Apfelkuchenkekse: gebleichtes, angereichertes Weizenmehl ",de,USDA
,gluten,Schokoladenplätzchenkrümel,de,USDA,
,milch,++ fettfreie Milch,de,USDA,
,soja,geröstetes Edamame,de,USDA,
,gluten,Urgetreidemehl,de,USDA,
,milch,Stabilisator,de,USDA,
,milch,Butter,de,USDA,
,milch,weniger als 2 % von: Molke,de,USDA,
,gluten,Bio-Farro,de,USDA,
,nüsse,Haselnüsse,de,USDA,
,erdnuss,Haselnüsse,de,USDA,
,milch,bittersüße Schokoladenstückchen,de,USDA,
,soja,bittersüße Schokoladenstückchen,de,USDA,
,erdnuss,Baumwollsamen- und Erdnussöl,de,USDA,
,milch,Cheddar-Käse,de,USDA,
,gluten,Nudeln,de,USDA,
,ei,Nudeln,de,USDA,
,milch,Ricotta-Käse,de,USDA,
,milch,Vollmilch-Ricotta-Käse,de,USDA,
,milch,M&M's Milchschokoladenbonbons,de,USDA,
,soja,M&M's Milchschokoladenbonbons,de,USDA,
,soja,halbsüße Chips,de,USDA,
,soja,Streusel,de,USDA,
,milch,Parmesankäse,de,USDA,
,soja,gentechnikfreies Sojalecithin,de,USDA,
,gluten,Angereichertes Mehl  Wasser,de,USDA,
,gluten,Angereichertes Weizenmehl,de,USDA,
,erdnuss,Erdnüsse,de,USDA,
,milch,Butter der Güteklasse Aa,de,USDA,
,milch,Milchschokolade,de,USDA,
,soja,Milchschokolade,de,USDA,
,soja,Pflanzenöle,de,USDA,
,gluten,angereichertes gebleichtes Mehl,de,USDA,
,milch,Käse,de,USDA,
,milch,Provolone-Käse,de,USDA,
,milch,scharfer Cheddar-Käse,de,USDA,
,soja,Pflanzenöl,de,USDA,
,milch,Teilentrahmter Mozzarella und Provolone-Käse mit niedrigem Feuchtigkeitsgehalt,de,USDA,
,gluten,Graham-Cracker-Krümel,de,USDA,
,gluten,Angereichertes Weizenmehl,de,USDA,
,milch,Enzymmodifiziertes Butteröl,de,USDA,
,soja,Margarine,de,USDA,
,soja,teilweise hydriertes Baumwollsamen- und Sojaöl,de,USDA,
,milch,Milchschokolade,de,USDA,
,soja,Milchschokolade,de,USDA,
,soja,Mit Schokolade überzogenes Popcorn,de,USDA,
,ei,Honig und Eiweiß,de,USDA,
,soja,Halbsüße Schokolade,de,USDA,
,krebstiere,Streusel,de,USDA,
,sesam,koreanisch inspirierte, gewürzte Rinderstreusel ",de,USDA
,senf,zubereiteter Senf,de,USDA,
,milch,teilentrahmter Mozzarellakäse mit niedrigem Feuchtigkeitsgehalt,de,USDA,
,gluten,Sesamstangen,de,USDA,
,sesam,Sesamstangen,de,USDA,
,soja,Sesamstangen,de,USDA,
,ei,Eier,de,USDA,
,soja,Schokoladenstückchen,de,USDA,
,milch,Schokoladenstückchen,de,USDA,
,gluten,Gekochte Nudeln,de,USDA,
,gluten,Hartweizen aus kontrolliert biologischem Anbau,de,USDA,
,soja,Soja- und Rapsöle,de,USDA,
,milch,Frischkäse,de,USDA,
,nüsse,Bio-Mandeln,de,USDA,
,gluten,Brezeln,de,USDA,
,gluten,gekochte Nudelschalen,de,USDA,
,gluten,paniert mit angereichertem Weizenmehl,de,USDA,
,milch,Parmesan-Hartraspelkäse,de,USDA,
,ei,Angereicherte Nudeln,de,USDA,
,gluten,Angereicherte Nudeln,de,USDA,
,gluten,Gluten,de,USDA,
,milch,Butter,de,USDA,
,gluten,Bulgurweizen1,de,USDA,
,milch,und weniger als 2 % Molke,de,USDA,
,nüsse,geröstete Salzmandeln,de,USDA,
,erdnuss,geröstete Salzmandeln,de,USDA,
,gluten,natürliche Aromen,de,USDA,
,milch,natürliche Aromen,de,USDA,
,soja,Hühnersalat,de,USDA,
,ei,Hühnersalat,de,USDA,
,gluten,Hühnersalat,de,USDA,
,sellerie,Hühnersalat,de,USDA,
,milch,Mozzarella-Käse: Mozzarella-Käse mit geringem Feuchtigkeitsgehalt,de,USDA,
,nüsse,Mandeln und Safran,de,USDA,
,milch,Milchschokolade,de,USDA,
,soja,Milchschokolade,de,USDA,
,gluten,gebleichtes, angereichertes Mehl ",de,USDA
,milch,Popping-Bonbons,de,USDA,
,milch,Vollmilch,de,USDA,
,milch,laktosereduzierte Molke,de,USDA,
,gluten,Weizenmehl Typ „00“,de,USDA,
,gluten,Bio-Weizenmehl {Thiamin,de,USDA,
,ei,flüssiges Ei,de,USDA,
,gluten,Angereichertes Mehl,de,USDA,
,krebstiere,ganze Muscheln,de,USDA,
,nüsse,Sonnenblumenkernmehl,de,USDA,
,milch,Milchschokolade, Brezeln ",de,USDA
,gluten,Milchschokolade, Brezeln ",de,USDA
,milch,Gebäckcreme 35 %,de,USDA,
,ei,Gebäckcreme 35 %,de,USDA,
,gluten,Brot,de,USDA,
,sulfite,dehydrierte Äpfel,de,USDA,
,erdnuss,In Honig geröstete Erdnüsse,de,USDA,
,sellerie,getrockneter Sellerie,de,USDA,
,soja,flüssiges Sojaöl,de,USDA,
,gluten,Weizenfasern,de,USDA,
,milch,Enzymmodifizierter Cheddar-Käse,de,USDA,
,erdnuss,Pflanzenöl,de,USDA,
,soja,Pflanzenöl,de,USDA,
,soja,Mayonnaise,de,USDA,
,ei,Mayonnaise,de,USDA,
,senf,Mayonnaise,de,USDA,
,gluten,Müsli: zertifizierter glutenfreier Hafer,de,USDA,
,soja,Pflanzenöl,de,USDA,
,krebstiere,Muschelsaft,de,USDA,
,erdnuss,Pflanzenöl,de,USDA,
,soja,teilweise gehärtetes Pflanzenöl,de,USDA,
,milch,hydrolysiertes Molkenprotein,de,USDA,
,gluten,Angereichertes Mehl,de,USDA,
,gluten,ungebleichtes angereichertes Mehl,de,USDA,
,gluten,ungebleichtes Mehl,de,USDA,
,soja,Bio-Sojamehl,de,USDA,
,soja,Antioxidans,de,USDA,
,soja,Backfett,de,USDA,
,milch,verarbeiteter amerikanischer Gelbkäse,de,USDA,
,soja,verarbeiteter amerikanischer Gelbkäse,de,USDA,
,soja,Streusel,de,USDA,
,nüsse,Cashewbutter,de,USDA,
,nüsse,Bio-Rohmandeln,de,USDA,
,gluten,Angereichertes Weizenmehl,de,USDA,
,soja,Schokoladenstückchen,de,USDA,
,gluten,Honig-Röstgewürz,de,USDA,
,soja,hydrierte Kokos- und Sojaöle,de,USDA,
,gluten,angereichertes Mehl {Weizenmehl,de,USDA,
,milch,Ricotta Impastata,de,USDA,
,gluten,Stick: Weizenmehl angereichert,de,USDA,
,erdnuss,Erdnüsse,de,USDA,
,soja,Erdnüsse,de,USDA,
,soja,texturiertes pflanzliches Protein,de,USDA,
,gluten,texturiertes pflanzliches Protein,de,USDA,
,milch,Molkenproteinkonzentrat .,de,USDA,
,milch,fettarmer Joghurt: kultivierte pasteurisierte fettarme Milch der Güteklasse A,de,USDA,
,milch,frische Buttermilch,de,USDA,
,soja,Sojamehl,de,USDA,
,soja,hydrolysiertes Sojaprotein,de,USDA,
,soja,pflanzliches Backfett,de,USDA,
,senf,Steingemahlener Senf,de,USDA,
,gluten,100 % Hartweizenvollkornmehl,de,USDA,
,soja,Cajun- und Chili-Zitronen-Maisstangen,de,USDA,
,soja,Pflanzenöl,de,USDA,
,soja,Premium 60 % dunkle Schokolade,de,USDA,
,erdnuss,Erdnussbutterstrudel,de,USDA,
,milch,Bio-pasteurisierte Milch und Sahne,de,USDA,
,soja,Pflanzenöl,de,USDA,
,gluten,Enzyme,de,USDA,
,milch,pasteurisierter Schweizer Prozesskäse,de,USDA,
,milch,Blauschimmelkäse,de,USDA,
,milch,Halbsüße Schokoladenstückchen,de,USDA,
,soja,Halbsüße Schokoladenstückchen,de,USDA,
,milch,Scharfer pasteurisierter amerikanischer Prozesskäse: Milch,de,USDA,
,milch,weniger als 2 % Parmesankäse,de,USDA,
,milch,gesüßte Kondensmagermilch,de,USDA,
,milch,Sauerrahm,de,USDA,
,milch,Karamellstrudel,de,USDA,
,senf,Dijon-Senf,de,USDA,
,nüsse,Mandelbutter,de,USDA,
,gluten,angereichertes Hartweizenmehl,de,USDA,
,soja,Brot,de,USDA,
,gluten,Brot,de,USDA,
,gluten,Tilapia-Filets mit Weizenmehl bestreichen,de,USDA,
,nüsse,geröstete Cashewnüsse,de,USDA,
,gluten,Nudeln,de,USDA,
,gluten,Tempura-Hähnchen,de,USDA,
,milch,Tempura-Hähnchen,de,USDA,
,ei,Tempura-Hähnchen,de,USDA,
,soja,Backfett,de,USDA,
,soja,fermentierte Sojabohnen,de,USDA,
,milch,Romano-Käse,de,USDA,
,milch,Briekäse,de,USDA,
,soja,geröstetes Brot,de,USDA,
,gluten,geröstetes Brot,de,USDA,
,milch,Margarine,de,USDA,
,milch,Probiotische Joghurt-Rosinen,de,USDA,
,soja,Probiotische Joghurt-Rosinen,de,USDA,
,milch,Parmesan und Romano-Käse,de,USDA,
,sulfite,Aprikose,de,USDA,
,soja,Pflanzenöl,de,USDA,
,nüsse,Mandeln,de,USDA,
,soja,Tofu,de,USDA,
,milch,Bio-Molke,de,USDA,
,milch,Ghee,de,USDA,
,soja,Sojachips,de,USDA,
,gluten,Angereichertes Weizenmehl,de,USDA,
,erdnuss,Erdnüsse und Salz,de,USDA,
,gluten,Lavash-Brot,de,USDA,
,soja,Margarine,de,USDA,
,soja,Halbsüße Schokolade,de,USDA,
,milch,Halbsüße Schokolade,de,USDA,
,soja,Pflanzenöl,de,USDA,
,gluten,weißes Unterbrot,de,USDA,
,soja,Schokoladenstückchen,de,USDA,
,milch,Schokoladenstückchen,de,USDA,
,gluten,Keks: Vollkorn,de,USDA,
,milch,Milchdessert,de,USDA,
,soja,gehärtetes Pflanzenöl,de,USDA,
,milch,pasteurisierte fettarme Kulturmilch,de,USDA,
,erdnuss,Bio-Erdnüsse,de,USDA,
,milch,Milchproteine ​​Sorbit,de,USDA,
,soja,kultivierte fettfreie Buttermilch,de,USDA,
,milch,kultivierte fettfreie Buttermilch,de,USDA,
,gluten,Angereichertes ungebleichtes Mehl,de,USDA,
,sulfite,Frische konserviert mit,de,USDA,
,milch,dunkle Schokoladenstückchen,de,USDA,
,gluten,Lebensmittelstärkemodifiziert,de,USDA,
,soja,Raps- und Sojalecithin,de,USDA,
,milch,pasteurisierter amerikanischer Prozesskäse,de,USDA,
,milch,lebende aktive Joghurtkulturen einschließlich l,de,USDA,
,sellerie,Bio-Säfte,de,USDA,
,milch,Queso Blanco-Käse,de,USDA,
,gluten,angereichertes Weizenmehl gebleicht,de,USDA,
,soja,Pflanzenöl,de,USDA,
,gluten,Honigkeks: angereichertes gebleichtes Weizenmehl,de,USDA,
,soja,Mayonnaise, Sojaöl",de,USDA
,gluten,Brezeln,de,USDA,
,nüsse,geröstete Kürbiskerne,de,USDA,
,erdnuss,Erdnussbutter,de,USDA,
,milch,Monterey-Jack-Pfeffer-Käse: pasteurisierte Milch,de,USDA,
,milch,konzentrierte Butter,de,USDA,
,milch,Butter,de,USDA,
,nüsse,Mandelprotein,de,USDA,
,milch,Cheddar-Käse,de,USDA,
,milch,Cheddar- und Provolone-Käse,de,USDA,
,nüsse,Kokosmilch,de,USDA,
,milch,Grana Padano Käse,de,USDA,
,sulfite,Schwefeldioxid als Konservierungsmittel,de,USDA,
,sulfite,Natriumbisulfit,de,USDA,
,sulfite,Natriummetabisulfit,de,USDA,
,gluten,Semmelbrösel,de,USDA,
,gluten,Weizengrütze,de,USDA,
,milch,Parmesankäse,de,USDA,
,soja,Pflanzenöl,de,USDA,
,milch,Milchschokolade,de,USDA,
,soja,Milchschokolade,de,USDA,
,milch,Vanilleeis: Magermilch,de,USDA,
,nüsse,geschälte Mandeln,de,USDA,
,gluten,ungebleichtes und angereichertes Weizenmehl,de,USDA,
,milch,Monterey-Jack-Käse,de,USDA,
,milch,Sauerrahm,de,USDA,
,gluten,Brezel,de,USDA,
,milch,Cheddar-Käse mit reduziertem Fettgehalt,de,USDA,
,sesam,Hummus,de,USDA,
,milch,Asiago-Käse,de,USDA,
,gluten,Bio-Weizenkeime,de,USDA,
,soja,Mayonnaise,de,USDA,
,ei,Mayonnaise,de,USDA,
,milch,Parmesankäse,de,USDA,
,ei,Dekorationen,de,USDA,
,gluten,ungebleichtes Weizenmehl angereichert,de,USDA,
,milch,Milchschokolade,de,USDA,
,soja,Milchschokolade,de,USDA,
,gluten,gebleichtes Weizenmehl und gemälztes Gerstenmehl,de,USDA,
,gluten,hydrolysierte Weizenkleie,de,USDA,
,soja,Pflanzenöl,de,USDA,
,senf,Dijon-Senf,de,USDA,
,gluten,Crunch-Topping: gebleichtes Weizenmehl,de,USDA,
,gluten,Gerstenflocken,de,USDA,
,milch,kultivierte pasteurisierte helle Sahne und fettfreie Milch,de,USDA,
,milch,geräucherte Wurst mit Käse: Schweinefleisch,de,USDA,
,milch,weniger als 2 %: Parmesankäse,de,USDA,
,soja,getrocknete Suppenbrühe,de,USDA,
,soja,Pflanzenöl,de,USDA,
,gluten,gebleichtes, angereichertes Weizenmehl ",de,USDA
,milch,Milchschokoladenbonbons,de,USDA,
,soja,Milchschokoladenbonbons,de,USDA,
,milch,Cheddar-Käse,de,USDA,
,milch,Sauerrahm,de,USDA,
,milch,gesüßte Kondensmilch,de,USDA,
,nüsse,Kokosfleisch,de,USDA,
,soja,Schlagsahne,de,USDA,
,gluten,Fladenbrotstreifen,de,USDA,
,milch,Fladenbrotstreifen,de,USDA,
,sellerie,Fladenbrotstreifen,de,USDA,
,milch,Süßigkeiten,de,USDA,
,ei,Süßigkeiten,de,USDA,
,erdnuss,Süßigkeiten,de,USDA,
,nüsse,Süßigkeiten,de,USDA,
,soja,Halbsüße Schokoladenstückchen,de,USDA,
,gluten,Müsli,de,USDA,
,milch,Müsli,de,USDA,
,milch,Butter  Salz,de,USDA,
,milch,gereifter weißer Cheddar-Käse,de,USDA,
,milch,Magermilchkraft,de,USDA,
,sulfite,Natriummetabisulfit,de,USDA,
,fisch,Stück weißer Weißer Thunfisch,de,USDA,
,milch,lebende Joghurtkulturen: l,de,USDA,
,milch,Bio-Buttermilch,de,USDA,
,gluten,Bio-Buttermilch,de,USDA,
,soja,reines pflanzliches Sojaöl,de,USDA,
,soja,teilweise hydriertes Pflanzenöl,de,USDA,
,erdnuss,Erdnussbutter,de,USDA,
,fisch,Blaue Krabben,de,USDA,
,soja,Pflanzenöl,de,USDA,
,soja,Proteinchips,de,USDA,
,ei,Putenfleischbällchen,de,USDA,
,gluten,Putenfleischbällchen,de,USDA,
,milch,Putenfleischbällchen,de,USDA,
,erdnuss,Mit Honig geröstete Erdnüsse,de,USDA,
,milch,Mit Honig geröstete Erdnüsse,de,USDA,
,milch,salziges Karamellband,de,USDA,
,erdnuss,Erdnüsse,de,USDA,
,senf,Wasabi,de,USDA,
,gluten,Zitronenkuchen,de,USDA,
,ei,Zitronenkuchen,de,USDA,
,soja,Zitronenkuchen,de,USDA,
,soja,Halbsüße Schokoladenstückchen,de,USDA,
,milch,Vollmilchschokolade Nonpareils,de,USDA,
,soja,Vollmilchschokolade Nonpareils,de,USDA,
,soja,Schokoladenstückchen, modifizierte Maisstärke",de,USDA
,gluten,Haferkekse  Dextrose,de,USDA,
,soja,Soja- und Baumwollsamenöl,de,USDA,
,milch,kultivierte Molke,de,USDA,
,milch,Sahne,de,USDA,
,soja,Sahne,de,USDA,
,erdnuss,Erdnüsse,de,USDA,
,gluten,Weißmehl,de,USDA,
,gluten,angereichertes Weizenmehl gebleicht,de,USDA,
,soja,Sojaöl und Zwiebeln,de,USDA,
,milch,pasteurisierter Cheddar-Schmelzkäse,de,USDA,
,soja,gehärtetes Pflanzenöl,de,USDA,
,gluten,Brötchen: angereichertes Mehl,de,USDA,
,erdnuss,Erdnüsse,de,USDA,
,gluten,angereichertes ungebleichtes Mehl,de,USDA,
,gluten,Brezel: Weizenmehl,de,USDA,
,milch,Käse „Parmigiano Reggiano“ 5 %,de,USDA,
,milch,Butter,de,USDA,
,sulfite,Pfirsiche und/oder Aprikosen,de,USDA,
,milch,Mittlerer Asiago-Käse,de,USDA,
,milch,getrocknete Butter,de,USDA,
,milch,Frischkäse,de,USDA,
,milch,Manchego-Käse,de,USDA,
,milch,Bio-Eis: pasteurisierte Bio-Milch,de,USDA,
,soja,Sojaöl mit hohem Ölsäuregehalt,de,USDA,
,soja,Pflanzenöl,de,USDA,
,gluten,Angereichertes Mehl,de,USDA,
,gluten,Sesamstangen,de,USDA,
,sesam,Sesamstangen,de,USDA,
,soja,Pintobohnen,de,USDA,
,gluten,hydrolysiertes Weizenglutenprotein,de,USDA,
,gluten,Außenhülle: Weizenmehl,de,USDA,
,milch,Mozzarella-Käse und modifizierte Maisstärke,de,USDA,
,milch,Bio-Molkenprotein aus grasgefütterten Tieren,de,USDA,
,milch,Sauerrahm,de,USDA,
,milch,weiße Schokolade,de,USDA,
,soja,weiße Schokolade,de,USDA,
,soja,Rapsöl und/oder Kokosöl und/oder Sojaöl,de,USDA,
,ei,Eiweiß,de,USDA,
,ei,Käfigfreie Eier,de,USDA,
,milch,Karamell, Zuckerstange ",de,USDA
